absorbing	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
absorption	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
abstain	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
abstention	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
abstinence	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
abstract	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
abstraction	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
absurd	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
absurdity	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
abundance	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
abundant	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
abuse	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
abutment	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aby	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
abysmal	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
abyss	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
academic	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
academy	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accede	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accelerate	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acceleration	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accent	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accentuate	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accept	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acceptable	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acceptance	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
access	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accessible	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accession	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accessory	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accident	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
accidental	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
accidentally	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accolade	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accommodate	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accommodation	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accompaniment	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accompany	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accompanying	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accomplice	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accomplish	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accomplished	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accomplishment	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accord	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accordance	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accordion	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
account	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accountability	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accountable	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accountant	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accounting	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accounts	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accredited	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accretion	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accrue	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accueil	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accumulate	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accumulation	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accuracy	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accurate	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
accursed	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
accusation	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
accusative	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
accused	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
accuser	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
accusing	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
accustomed	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ace	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acetic	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ache	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
achieve	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
achievement	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aching	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
acid	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
acidity	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acknowledge	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acknowledged	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acknowledgment	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acme	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acoustic	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acoustics	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acquaint	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acquaintance	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acquainted	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acquiescence	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acquire	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acquiring	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acquisition	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acquisitions	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acreage	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acres	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acrobat	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
act	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acting	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
action	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
actionable	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
active	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
activity	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
actor	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
actual	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
actuality	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
actuary	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acuity	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acumen	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acupuncture	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
acutely	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adage	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adamant	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adapt	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adaptable	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
add	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
added	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
addendum	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adder	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
addiction	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
addition	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
additional	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
additive	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
address	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
addressee	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
addresses	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adept	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adequacy	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adequate	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adhere	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adherence	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adherent	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adhering	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adhesion	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adhesive	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adieu	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adipose	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
adjacency	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adjacent	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adjective	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adjoining	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adjourn	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adjournment	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adjudicate	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
adjudication	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adjunct	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adjust	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adjustment	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adjuvant	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
administer	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
administration	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
administrative	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admirable	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admiral	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admiralty	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admiration	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admire	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admirer	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admissibility	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admissible	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admission	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admit	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admittance	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admitted	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admitting	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admixture	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
admonition	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
ado	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adobe	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adolescence	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adolescent	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adopt	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adoption	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adorable	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adoration	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adore	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adorn	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adornment	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adrift	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
adult	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adulterated	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
adultery	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
advance	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advanced	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advancement	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advancing	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advantage	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advantageous	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advent	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adventure	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adventurer	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adventurous	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adversary	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
adverse	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
adversity	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
advertise	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advertisement	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advice	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advisable	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advise	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advised	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advisement	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
adviser	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advocacy	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
advocate	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aegis	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aeration	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aerial	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aerodrome	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aerodynamics	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aeronautics	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aeroplane	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aesthetic	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aesthetics	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aetiology	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
afar	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affable	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affair	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affecting	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affection	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affections	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affiche	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affidavit	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affiliated	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affiliation	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affinity	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affirm	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affirmation	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affirmative	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affirmatively	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affix	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
afflict	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
afflicted	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
affliction	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
affluence	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affluent	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
afford	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
affront	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
afield	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
afore	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aforementioned	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aforesaid	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
afraid	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
afresh	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aft	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aftermath	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
afternoon	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aftertaste	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
afterthought	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aga	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
agate	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
age	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aged	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
agency	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
agent	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
agglomeration	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aggravated	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
aggravating	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
aggravation	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
aggregate	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aggregation	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aggression	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
aggressive	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
aggressor	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
aghast	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
agile	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
agility	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
agitated	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
agitation	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
agnostic	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ago	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
agonizing	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
agony	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
agree	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
agreeable	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
agreed	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
agreeing	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
agreement	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
agricultural	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
agriculture	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aground	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
agua	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ahead	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aid	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aiding	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ail	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
ailing	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
ailment	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aim	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aimless	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
air	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
airbag	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
airlift	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
airline	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
airman	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
airplane	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
airport	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
airs	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
airship	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
aisle	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ait	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
ajar	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
akin	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
alabaster	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
alarm	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
alarming	1	0	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
alb	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
album	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
alchemy	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
alcohol	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
